Date-Time,Index,Signal,1m_pct_change,3m_pct_change,6m_pct_change,Return,3m_volatility,6m_volatility
2016-10-31,78.21703703703703,1,-0.0319895491944171,-0.04235328260613258,-0.016000372751840408,-0.0319895491944171,0.053514571922314604,0.06970238623116248
2016-11-30,80.99222222222221,1,0.03548057162880114,-0.001474872375594738,0.029314994987079235,0.03548057162880114,0.11739094991077563,0.08575433566593342
2016-12-31,81.55407407407407,1,0.006937108730147967,0.009309467604794452,0.026344246401670546,0.006937108730147967,0.11732204545883572,0.08546384609085195
2017-01-31,84.31925925925925,1,0.0339061563334484,0.0780165351869917,0.032358996218132985,0.0339061563334484,0.0555794491947894,0.08972143358686863
2017-02-28,86.37222222222222,1,0.02434749760610022,0.06642613145295173,0.06485328901105936,0.02434749760610022,0.04736705872453668,0.09014955678678073
2017-03-31,88.75462962962962,1,0.027583027808151472,0.08829179458300795,0.09842321178924207,0.027583027808151472,0.016841530019667986,0.0888471698707454
2017-04-30,91.14222222222222,1,0.02690104845860941,0.08091820330138533,0.16524769634350767,0.02690104845860941,0.0059083624597531794,0.03538515318897646
2017-05-31,94.49259259259259,0,0.03675980559483749,0.09401599451126685,0.16668724477430397,0.03675980559483749,0.019072149257517466,0.03625548316678305
2017-06-30,92.34777777777778,0,-0.02269823227374268,0.04048406447238029,0.1323502697596688,-0.02269823227374268,0.11038606803957915,0.07611150348969149
2017-07-31,89.75,0,-0.028130376716037242,-0.015275271858389727,0.0644068838892744,-0.028130376716037242,0.12470366651195168,0.09842030945893253
2017-08-31,86.90481481481481,1,-0.031701227690085654,-0.08030023909379524,0.006166248579575928,-0.031701227690085654,0.01570433675056243,0.11100932992465812
2017-09-30,89.57111111111111,0,0.03068065103156714,-0.03006749846594403,0.009199311460017734,0.03068065103156714,0.12135062220072347,0.11283079534710967
2017-10-31,89.13888888888889,1,-0.004825464559505832,-0.006809037449705957,-0.021980299409957493,-0.004825464559505832,0.10839270898967944,0.10462809875260756
2017-11-30,94.26444444444444,1,0.057500779058896834,0.08468609760359347,-0.0024144553756908493,0.057500779058896834,0.10830110022847819,0.12568827133603586
2017-12-31,94.89148148148148,1,0.006651893412543242,0.05939828483059184,0.027544828526624432,0.006651893412543242,0.11490778529825521,0.11959625020090012
2018-01-31,97.11185185185185,0,0.023399048425687186,0.08944427132024524,0.08202620447745801,0.023399048425687186,0.08976641247916921,0.10682720653395397
2018-02-28,91.92,0,-0.053462597539301715,-0.02487093047926625,0.05770894507826796,-0.053462597539301715,0.14001379820489845,0.1307399203640679
2018-03-31,91.04925925925926,1,-0.00947281049543891,-0.04049069697549246,0.016502509903159934,-0.00947281049543891,0.13359171451510096,0.1277881845746484
